job_family,seniority,contract_type,region_code,remote_flag,min_years_exp,edu_min,responsibilities_count,requirements_count,tools_mentioned,lang_req,tech_skill,data_skill,design_skill,sales_skill,marketing_skill,ops_skill,salary_min,salary_max,salary_per_year_exp,req_to_resp_ratio,skill_density,complexity,jd_text
5,1,0,2,0,1.88,1,8,17,15,1,78.8,40.5,58.0,33.9,20.1,83.8,40419,41419,14214.77,2.125,12.605,1.138,"Junior Operations role. Focus on process, reporting, and logistics. Requirements: 17 items; Responsibilities: 8 items."
4,0,2,5,1,0.0,1,10,3,8,2,33.2,48.0,38.0,51.6,100.0,71.0,22947,28126,25536.64,0.3,26.288,0.266,"Intern Marketing role. Focus on SEO, content, and analytics. Requirements: 3 items; Responsibilities: 10 items."
2,1,0,2,0,4.78,1,10,9,9,2,48.4,49.5,63.7,49.9,39.0,34.6,41077,59626,8707.78,0.9,15.004,1.689,"Junior Design role. Focus on prototypes, UX/UI, and usability. Requirements: 9 items; Responsibilities: 10 items."
1,2,1,4,1,4.34,2,10,14,7,0,56.7,63.5,52.4,53.8,31.4,35.3,72327,97627,15916.87,1.4,12.209,1.028,"Mid Data role. Focus on ETL, pipelines, and dashboard. Requirements: 14 items; Responsibilities: 10 items."
0,1,1,2,0,1.66,1,7,9,10,1,91.0,33.6,23.8,39.1,36.8,32.8,27067,47245,13959.47,1.286,16.066,1.231,"Junior Software role. Focus on backend, API, and frontend. Requirements: 9 items; Responsibilities: 7 items."
5,1,0,4,0,2.75,1,13,9,8,1,39.4,57.4,29.5,45.7,32.8,61.8,35522,57277,12372.57,0.692,12.121,1.318,"Junior Operations role. Focus on coordination, reporting, and process. Requirements: 9 items; Responsibilities: 13 items."
5,3,0,3,1,7.92,1,12,12,10,0,53.7,48.7,43.8,68.8,40.4,87.7,45703,70533,6515.95,1.0,14.296,2.14,"Senior Operations role. Focus on logistics, coordination, and quality. Requirements: 12 items; Responsibilities: 12 items."
2,0,2,5,0,0.0,0,2,5,9,1,15.1,45.9,69.1,31.9,47.3,8.4,16847,30140,23493.6,2.5,31.087,0.509,"Intern Design role. Focus on usability, UX/UI, and design system. Requirements: 5 items; Responsibilities: 2 items."
5,1,1,2,1,4.4,2,11,7,13,1,35.2,53.4,14.5,15.9,58.2,56.8,59717,60717,11154.78,0.636,13.001,0.259,"Junior Operations role. Focus on SOP, process, and quality. Requirements: 7 items; Responsibilities: 11 items."
0,1,2,1,1,4.57,1,7,6,9,0,42.4,35.2,47.4,46.2,61.8,36.5,40724,72745,10180.12,0.857,20.729,1.206,"Junior Software role. Focus on API, backend, and microservices. Requirements: 6 items; Responsibilities: 7 items."
3,0,0,0,0,0.44,3,2,6,4,1,24.0,31.0,31.0,78.7,49.8,11.9,24495,38057,21788.71,3.0,28.302,0.581,"Intern Sales role. Focus on closing, account, and pipeline. Requirements: 6 items; Responsibilities: 2 items."
0,3,1,3,0,9.62,1,9,16,8,2,68.4,54.8,61.4,41.5,46.7,57.0,133078,135363,12640.95,1.778,13.195,1.711,"Senior Software role. Focus on CI/CD, backend, and microservices. Requirements: 16 items; Responsibilities: 9 items."
5,3,0,3,1,5.18,1,9,17,11,1,67.9,45.3,43.1,36.2,53.2,80.0,61006,112158,14004.74,1.889,12.531,1.824,"Senior Operations role. Focus on coordination, SOP, and process. Requirements: 17 items; Responsibilities: 9 items."
1,2,1,0,0,4.87,2,5,17,12,0,60.2,100.0,40.7,61.6,31.6,36.9,73188,96583,14452.77,3.4,15.049,1.505,"Mid Data role. Focus on pipelines, dashboard, and experiments. Requirements: 17 items; Responsibilities: 5 items."
5,1,1,0,0,3.26,1,6,11,6,2,31.9,33.2,39.2,60.2,44.9,71.6,29799,47573,9086.05,1.833,16.532,1.941,"Junior Operations role. Focus on logistics, SOP, and quality. Requirements: 11 items; Responsibilities: 6 items."
1,1,0,2,0,3.6,1,7,19,9,1,41.4,68.8,53.7,37.2,20.8,33.9,58337,68540,13778.95,2.714,9.836,1.645,"Junior Data role. Focus on pipelines, ETL, and SQL. Requirements: 19 items; Responsibilities: 7 items."
0,3,0,0,1,10.25,0,17,15,14,0,83.9,50.0,69.0,41.5,57.7,45.7,74541,78626,6804.77,0.882,10.871,1.239,"Senior Software role. Focus on backend, microservices, and CI/CD. Requirements: 15 items; Responsibilities: 17 items."
5,2,0,5,0,5.25,2,10,9,4,0,56.9,28.0,48.3,54.5,40.9,73.9,45596,70743,9312.79,0.9,15.927,1.049,"Mid Operations role. Focus on coordination, quality, and SOP. Requirements: 9 items; Responsibilities: 10 items."
2,2,2,4,1,4.1,1,9,8,10,1,53.4,58.9,75.3,53.8,47.7,44.8,70083,74150,14129.28,0.889,19.646,1.56,"Mid Design role. Focus on user research, design system, and prototypes. Requirements: 8 items; Responsibilities: 9 items."
4,1,0,0,0,3.82,1,8,10,11,1,39.0,30.7,53.3,38.7,43.5,31.3,28253,65286,9708.02,1.25,13.138,-0.108,"Junior Marketing role. Focus on content, ads, and campaigns. Requirements: 10 items; Responsibilities: 8 items."
3,2,0,4,1,6.06,1,11,14,8,1,48.0,50.7,59.1,83.0,49.6,44.1,62563,63563,8932.67,1.273,13.377,1.346,"Mid Sales role. Focus on quota, closing, and account. Requirements: 14 items; Responsibilities: 11 items."
2,3,0,4,1,8.94,1,15,17,8,1,46.0,46.4,89.4,29.3,38.9,54.8,83323,84323,8434.33,1.133,9.526,1.922,"Senior Design role. Focus on design system, UX/UI, and wireframes. Requirements: 17 items; Responsibilities: 15 items."
0,2,0,4,0,5.24,2,14,12,15,1,63.3,54.0,20.5,32.9,33.9,42.9,59576,88034,11829.02,0.857,9.521,1.074,"Mid Software role. Focus on code review, backend, and CI/CD. Requirements: 12 items; Responsibilities: 14 items."
1,2,0,5,1,6.09,2,5,16,10,1,48.7,87.6,33.4,36.5,73.0,41.9,66304,106183,12166.82,3.2,15.29,2.053,"Mid Data role. Focus on SQL, pipelines, and modeling. Requirements: 16 items; Responsibilities: 5 items."
1,1,0,4,0,2.65,1,4,10,9,1,79.7,30.7,24.4,58.5,31.7,46.6,37869,71851,15010.95,2.5,19.408,1.207,"Junior Data role. Focus on dashboard, modeling, and pipelines. Requirements: 10 items; Responsibilities: 4 items."
0,4,0,3,0,11.56,1,15,16,9,1,66.9,51.1,50.2,52.8,55.9,55.5,82838,155380,9479.89,1.067,10.727,2.744,"Lead Software role. Focus on microservices, CI/CD, and frontend. Requirements: 16 items; Responsibilities: 15 items."
0,1,0,4,0,2.52,2,13,9,14,2,83.5,52.0,44.3,35.5,42.8,26.5,46480,94238,19987.05,0.692,12.937,2.277,"Junior Software role. Focus on API, microservices, and code review. Requirements: 9 items; Responsibilities: 13 items."
0,3,0,4,1,6.94,1,11,15,9,1,100.0,33.3,51.7,37.6,45.6,45.1,85137,94716,11330.2,1.364,12.044,2.75,"Senior Software role. Focus on code review, microservices, and API. Requirements: 15 items; Responsibilities: 11 items."
1,2,0,3,0,7.75,1,13,14,14,0,56.1,83.9,37.4,37.4,45.0,29.8,46371,73388,6841.08,1.077,10.728,1.948,"Mid Data role. Focus on dashboard, SQL, and ETL. Requirements: 14 items; Responsibilities: 13 items."
4,3,0,2,1,6.67,2,11,11,8,1,35.9,43.8,55.1,42.6,67.2,34.7,51321,125553,11524.68,1.0,12.692,1.811,"Senior Marketing role. Focus on campaigns, brand, and ads. Requirements: 11 items; Responsibilities: 11 items."
4,3,0,3,0,8.1,2,11,12,12,0,44.0,57.7,74.7,49.3,98.4,55.7,67013,93744,8828.46,1.091,16.513,2.102,"Senior Marketing role. Focus on ads, brand, and campaigns. Requirements: 12 items; Responsibilities: 11 items."
0,2,0,2,0,6.75,1,10,15,9,1,70.6,35.0,63.3,61.8,37.7,46.6,66962,111550,11518.72,1.5,12.6,1.369,"Mid Software role. Focus on microservices, backend, and code review. Requirements: 15 items; Responsibilities: 10 items."
5,2,0,2,0,5.27,1,14,11,9,0,35.0,53.7,23.7,27.2,36.6,86.5,51873,65939,9401.81,0.786,10.507,1.443,"Mid Operations role. Focus on SOP, process, and logistics. Requirements: 11 items; Responsibilities: 14 items."
4,1,0,3,0,4.83,1,7,13,10,1,44.8,33.3,44.7,28.5,77.1,52.9,40794,42679,7153.29,1.857,14.071,1.25,"Junior Marketing role. Focus on brand, ads, and content. Requirements: 13 items; Responsibilities: 7 items."
5,3,0,4,0,7.01,1,13,17,13,0,59.1,42.0,61.0,47.4,49.8,97.0,96321,113265,13080.97,1.308,11.876,1.787,"Senior Operations role. Focus on SOP, process, and logistics. Requirements: 17 items; Responsibilities: 13 items."
2,0,2,1,0,2.51,1,7,8,12,1,32.3,43.8,62.0,42.7,29.3,29.1,22102,36666,8383.33,1.143,15.946,1.05,"Intern Design role. Focus on design system, prototypes, and wireframes. Requirements: 8 items; Responsibilities: 7 items."
4,1,1,2,0,1.2,1,11,13,4,0,35.2,54.2,53.0,39.5,54.8,25.6,25469,58978,19216.3,1.182,10.925,1.202,"Junior Marketing role. Focus on content, analytics, and SEO. Requirements: 13 items; Responsibilities: 11 items."
4,0,0,1,0,0.0,1,6,7,6,1,42.5,31.0,45.2,32.1,81.8,21.3,17863,27881,22872.03,1.167,19.523,0.661,"Intern Marketing role. Focus on SEO, campaigns, and analytics. Requirements: 7 items; Responsibilities: 6 items."
5,1,1,0,1,3.6,1,11,11,5,0,41.6,51.9,54.8,34.4,36.9,65.1,45789,49632,10380.37,1.0,12.939,0.846,"Junior Operations role. Focus on quality, logistics, and reporting. Requirements: 11 items; Responsibilities: 11 items."
3,1,1,1,0,5.61,1,13,12,10,1,39.5,14.6,63.9,77.5,47.0,45.7,44022,55863,7557.49,0.923,11.526,1.682,"Junior Sales role. Focus on pipeline, quota, and closing. Requirements: 12 items; Responsibilities: 13 items."
2,1,1,1,1,5.88,1,10,13,6,1,50.0,31.5,57.7,49.9,39.5,43.2,33270,37908,5174.39,1.3,11.82,1.479,"Junior Design role. Focus on user research, wireframes, and design system. Requirements: 13 items; Responsibilities: 10 items."
0,2,1,5,0,4.36,1,9,10,10,1,64.7,31.3,62.1,44.8,46.2,36.4,62207,86189,13845.1,1.111,15.028,1.591,"Mid Software role. Focus on microservices, API, and CI/CD. Requirements: 10 items; Responsibilities: 9 items."
3,1,0,2,0,3.45,1,8,10,7,0,39.8,25.3,17.3,81.5,34.4,37.7,48511,49511,11005.57,1.25,13.104,1.418,"Junior Sales role. Focus on pipeline, CRM, and account. Requirements: 10 items; Responsibilities: 8 items."
4,1,0,2,0,2.77,0,9,14,4,0,29.0,40.7,48.3,50.8,90.0,38.3,32600,36353,9141.85,1.556,12.918,1.324,"Junior Marketing role. Focus on content, ads, and analytics. Requirements: 14 items; Responsibilities: 9 items."
5,1,0,2,0,0.33,2,8,12,8,1,27.8,28.9,35.7,58.0,49.2,98.0,42027,52863,35541.36,1.5,14.886,1.29,"Junior Operations role. Focus on reporting, SOP, and logistics. Requirements: 12 items; Responsibilities: 8 items."
5,2,0,1,1,7.01,2,8,16,10,0,49.7,61.2,51.9,58.9,60.8,62.7,53941,90368,9010.2,2.0,14.385,1.22,"Mid Operations role. Focus on reporting, quality, and logistics. Requirements: 16 items; Responsibilities: 8 items."
0,2,0,5,0,5.17,2,8,17,10,0,55.5,23.0,42.9,48.3,62.5,72.8,64151,80674,11739.05,2.125,12.201,1.037,"Mid Software role. Focus on CI/CD, backend, and microservices. Requirements: 17 items; Responsibilities: 8 items."
0,2,0,5,0,8.09,2,9,11,7,2,68.0,56.9,37.1,47.9,40.8,66.7,70792,97525,9260.89,1.222,15.869,1.979,"Mid Software role. Focus on CI/CD, backend, and frontend. Requirements: 11 items; Responsibilities: 9 items."
1,0,2,2,0,1.55,0,2,7,12,0,42.0,57.2,32.9,29.5,36.4,33.7,29243,34428,12468.23,3.5,25.749,0.852,"Intern Data role. Focus on ETL, modeling, and SQL. Requirements: 7 items; Responsibilities: 2 items."
5,3,0,0,1,7.1,1,20,19,15,1,54.8,54.2,26.3,42.5,53.5,87.5,62389,108710,10557.85,0.95,8.175,2.372,"Senior Operations role. Focus on SOP, logistics, and process. Requirements: 19 items; Responsibilities: 20 items."
1,1,1,0,1,2.48,1,10,11,14,1,41.3,100.0,51.9,40.9,40.6,32.7,38827,81171,17257.89,1.1,14.635,0.962,"Junior Data role. Focus on SQL, pipelines, and ETL. Requirements: 11 items; Responsibilities: 10 items."
4,2,0,5,1,5.48,1,9,10,11,1,38.9,54.1,33.2,14.1,82.2,42.4,40378,63162,7987.31,1.111,13.945,2.434,"Mid Marketing role. Focus on brand, ads, and content. Requirements: 10 items; Responsibilities: 9 items."
5,1,0,4,1,4.17,1,6,11,10,1,28.9,27.0,48.7,43.5,63.0,70.6,33263,51874,8238.02,1.833,16.572,0.812,"Junior Operations role. Focus on coordination, SOP, and process. Requirements: 11 items; Responsibilities: 6 items."
3,3,1,5,0,7.18,0,16,16,14,0,78.1,45.9,47.5,82.4,46.6,34.3,78770,100656,10967.01,1.0,10.462,2.059,"Senior Sales role. Focus on quota, leads, and pipeline. Requirements: 16 items; Responsibilities: 16 items."
3,2,0,3,1,10.49,2,7,11,10,0,39.8,20.0,37.1,76.2,49.4,14.2,99078,109345,9072.59,1.571,13.151,1.59,"Mid Sales role. Focus on pipeline, CRM, and leads. Requirements: 11 items; Responsibilities: 7 items."
4,3,0,3,0,8.48,1,10,14,10,0,36.5,45.7,47.7,50.2,94.1,60.4,73810,102551,9297.01,1.4,13.942,2.118,"Senior Marketing role. Focus on analytics, brand, and campaigns. Requirements: 14 items; Responsibilities: 10 items."
2,2,0,4,1,3.9,1,13,15,10,1,53.2,48.3,57.2,16.4,49.3,50.2,39116,73522,11502.75,1.154,9.805,1.849,"Mid Design role. Focus on design system, UX/UI, and prototypes. Requirements: 15 items; Responsibilities: 13 items."
0,2,0,2,0,5.93,1,10,14,16,2,96.9,29.7,25.4,19.1,38.1,54.5,76493,80565,11329.26,1.4,10.985,1.902,"Mid Software role. Focus on frontend, backend, and CI/CD. Requirements: 14 items; Responsibilities: 10 items."
2,1,0,4,1,5.19,0,10,7,8,2,50.9,42.3,76.4,42.0,23.1,51.2,41134,71560,9108.6,0.7,16.824,1.062,"Junior Design role. Focus on usability, design system, and prototypes. Requirements: 7 items; Responsibilities: 10 items."
1,0,0,1,0,1.75,0,6,5,6,2,24.0,62.6,37.1,52.5,33.2,40.5,18738,32366,9303.52,0.833,22.713,0.102,"Intern Data role. Focus on modeling, pipelines, and dashboard. Requirements: 5 items; Responsibilities: 6 items."
5,2,0,2,0,5.24,1,10,11,4,1,56.4,44.6,50.4,57.3,33.6,67.1,45489,73526,9532.29,1.1,14.731,1.101,"Mid Operations role. Focus on SOP, reporting, and logistics. Requirements: 11 items; Responsibilities: 10 items."
5,3,1,0,1,6.86,1,11,15,8,2,48.7,30.4,71.8,49.7,41.0,57.6,64855,76896,9020.85,1.364,11.505,0.55,"Senior Operations role. Focus on reporting, process, and SOP. Requirements: 15 items; Responsibilities: 11 items."
4,3,0,4,1,6.62,1,14,15,14,0,53.0,54.1,47.1,64.1,69.5,46.9,86719,87719,11445.85,1.071,11.541,2.096,"Senior Marketing role. Focus on brand, campaigns, and analytics. Requirements: 15 items; Responsibilities: 14 items."
5,4,1,0,0,7.95,1,15,15,2,2,27.3,38.0,58.0,66.1,32.2,80.7,32230,98738,7317.19,1.0,10.075,2.442,"Lead Operations role. Focus on reporting, SOP, and coordination. Requirements: 15 items; Responsibilities: 15 items."
4,3,0,3,0,7.13,1,13,16,12,1,79.6,46.4,44.0,38.5,90.6,56.3,57017,104901,9955.19,1.231,12.257,1.674,"Senior Marketing role. Focus on analytics, SEO, and content. Requirements: 16 items; Responsibilities: 13 items."
1,2,0,2,0,6.24,2,9,7,12,1,57.3,54.2,47.0,37.6,48.5,34.1,52223,87480,9654.05,0.778,17.423,0.257,"Mid Data role. Focus on experiments, ETL, and pipelines. Requirements: 7 items; Responsibilities: 9 items."
2,2,0,5,1,4.85,1,14,10,8,0,44.5,35.3,87.6,48.7,53.9,52.5,54656,84858,11923.52,0.714,13.438,0.779,"Mid Design role. Focus on design system, usability, and UX/UI. Requirements: 10 items; Responsibilities: 14 items."
3,1,0,2,1,5.9,1,8,10,8,2,41.7,38.7,44.9,83.9,44.3,43.9,26114,64164,6544.54,1.25,16.525,1.234,"Junior Sales role. Focus on account, CRM, and pipeline. Requirements: 10 items; Responsibilities: 8 items."
5,4,0,0,0,11.17,0,16,17,10,0,49.0,71.4,64.4,69.0,75.7,86.7,78117,106223,7570.51,1.062,12.609,2.131,"Lead Operations role. Focus on logistics, quality, and SOP. Requirements: 17 items; Responsibilities: 16 items."
2,4,0,5,0,9.48,1,12,17,14,1,47.5,66.7,94.6,44.9,46.0,57.5,79028,125501,9758.45,1.417,12.316,1.092,"Lead Design role. Focus on design system, user research, and prototypes. Requirements: 17 items; Responsibilities: 12 items."
1,3,0,3,0,8.03,2,8,16,9,1,37.2,84.2,67.0,30.8,52.4,40.0,94325,138286,12873.11,2.0,12.985,1.575,"Senior Data role. Focus on modeling, dashboard, and ETL. Requirements: 16 items; Responsibilities: 8 items."
1,0,2,3,1,3.07,1,8,8,10,0,32.1,89.9,46.0,26.2,3.0,65.9,29703,38676,8395.29,1.0,16.447,1.068,"Intern Data role. Focus on modeling, ETL, and SQL. Requirements: 8 items; Responsibilities: 8 items."
1,2,0,3,0,2.95,1,9,11,9,1,46.2,100.0,52.3,60.3,38.0,8.8,70262,86495,19858.1,1.222,15.279,1.257,"Mid Data role. Focus on modeling, experiments, and dashboard. Requirements: 11 items; Responsibilities: 9 items."
4,1,2,5,0,3.85,2,6,14,7,2,46.5,40.7,25.0,47.9,64.1,39.1,44728,57724,10569.55,2.333,13.163,2.322,"Junior Marketing role. Focus on brand, content, and campaigns. Requirements: 14 items; Responsibilities: 6 items."
3,3,0,0,1,13.1,1,14,15,9,1,29.5,59.9,49.3,80.1,58.2,47.0,88378,129781,7734.66,1.071,11.175,1.833,"Senior Sales role. Focus on leads, pipeline, and account. Requirements: 15 items; Responsibilities: 14 items."
4,2,1,4,1,7.47,1,14,19,8,0,42.3,21.3,56.2,50.2,73.4,61.8,58357,93381,8955.53,1.357,9.245,1.811,"Mid Marketing role. Focus on brand, content, and SEO. Requirements: 19 items; Responsibilities: 14 items."
5,3,0,2,1,6.41,1,12,10,6,1,45.2,31.5,45.8,46.9,58.2,96.8,52408,99064,10227.26,0.833,14.746,1.827,"Senior Operations role. Focus on logistics, quality, and process. Requirements: 10 items; Responsibilities: 12 items."
0,1,2,0,0,3.68,2,8,12,13,1,83.5,49.1,57.3,25.4,46.8,41.6,47037,49044,10262.87,1.5,15.187,1.929,"Junior Software role. Focus on CI/CD, frontend, and microservices. Requirements: 12 items; Responsibilities: 8 items."
3,2,0,5,0,5.4,2,12,9,12,2,61.9,37.9,49.7,73.8,43.7,32.6,53437,93954,11510.21,0.75,14.269,1.552,"Mid Sales role. Focus on quota, leads, and account. Requirements: 9 items; Responsibilities: 12 items."
4,1,0,3,0,7.6,2,10,5,11,0,53.9,55.6,54.5,56.5,66.5,45.7,48506,52066,5844.58,0.5,22.182,1.835,"Junior Marketing role. Focus on content, campaigns, and analytics. Requirements: 5 items; Responsibilities: 10 items."
2,3,0,5,1,6.84,1,13,12,15,1,55.5,45.6,100.0,33.1,32.6,60.3,61446,95085,9982.85,0.923,13.084,1.101,"Senior Design role. Focus on UX/UI, prototypes, and user research. Requirements: 12 items; Responsibilities: 13 items."
0,2,0,0,1,5.34,2,6,4,7,0,100.0,46.2,36.2,28.0,35.4,74.9,84177,86719,13476.88,0.667,32.075,1.803,"Mid Software role. Focus on API, frontend, and code review. Requirements: 4 items; Responsibilities: 6 items."
3,3,0,4,0,7.48,1,15,13,8,0,66.3,17.3,19.3,77.3,43.9,68.9,67010,95013,9555.53,0.867,10.467,1.93,"Senior Sales role. Focus on closing, pipeline, and CRM. Requirements: 13 items; Responsibilities: 15 items."
0,1,0,0,0,1.39,1,6,9,8,0,58.5,31.1,56.2,49.6,44.2,29.3,44383,45383,18745.44,1.5,17.924,0.465,"Junior Software role. Focus on code review, microservices, and frontend. Requirements: 9 items; Responsibilities: 6 items."
1,2,0,5,1,0.28,0,16,9,7,2,27.8,99.9,54.6,49.5,40.3,35.0,70687,84780,60811.09,0.562,12.286,0.93,"Mid Data role. Focus on modeling, pipelines, and dashboard. Requirements: 9 items; Responsibilities: 16 items."
2,1,1,5,0,3.15,1,6,8,1,0,38.0,27.9,94.7,42.9,35.4,29.4,40176,54564,11425.2,1.333,19.157,0.58,"Junior Design role. Focus on UX/UI, wireframes, and usability. Requirements: 8 items; Responsibilities: 6 items."
2,2,0,5,1,6.66,1,11,13,12,2,44.8,59.3,89.5,44.1,43.7,38.9,60215,80818,9209.31,1.182,13.348,2.286,"Mid Design role. Focus on UX/UI, prototypes, and design system. Requirements: 13 items; Responsibilities: 11 items."
0,3,2,2,1,7.29,2,13,13,12,2,49.1,53.2,59.9,42.6,40.4,46.3,80287,126223,12460.85,1.0,11.212,1.545,"Senior Software role. Focus on API, code review, and microservices. Requirements: 13 items; Responsibilities: 13 items."
5,3,0,4,1,9.02,1,13,17,13,0,42.7,52.2,35.3,56.5,59.2,64.3,72823,73823,7317.63,1.308,10.34,2.471,"Senior Operations role. Focus on SOP, reporting, and coordination. Requirements: 17 items; Responsibilities: 13 items."
3,3,0,1,1,9.5,1,19,13,12,1,53.6,63.0,51.3,68.9,56.1,44.5,66672,111709,8491.89,0.684,10.544,1.086,"Senior Sales role. Focus on leads, account, and closing. Requirements: 13 items; Responsibilities: 19 items."
1,3,0,5,0,9.4,2,12,20,11,0,63.7,78.9,57.9,50.3,22.5,50.9,93082,102627,9408.58,1.667,10.132,2.398,"Senior Data role. Focus on experiments, modeling, and pipelines. Requirements: 20 items; Responsibilities: 12 items."
4,1,0,0,0,0.99,1,11,10,4,0,28.0,50.3,65.5,23.7,58.6,46.2,36070,56111,23153.07,0.909,12.961,0.835,"Junior Marketing role. Focus on SEO, campaigns, and analytics. Requirements: 10 items; Responsibilities: 11 items."
5,3,0,4,0,10.92,1,13,11,7,1,36.0,31.0,43.5,42.3,69.7,65.6,64422,101275,6952.72,0.846,12.007,1.57,"Senior Operations role. Focus on SOP, quality, and process. Requirements: 11 items; Responsibilities: 13 items."
1,3,1,3,0,9.7,1,12,17,11,0,39.7,59.2,40.5,30.8,35.8,47.5,82056,103407,8664.68,1.417,8.74,2.077,"Senior Data role. Focus on experiments, SQL, and dashboard. Requirements: 17 items; Responsibilities: 12 items."
3,3,0,1,1,9.6,2,15,15,7,0,44.1,45.2,70.8,76.1,63.3,63.0,119365,140031,12238.98,1.0,12.081,1.729,"Senior Sales role. Focus on account, CRM, and quota. Requirements: 15 items; Responsibilities: 15 items."
4,1,0,2,1,3.51,2,9,5,10,1,45.9,49.8,65.1,31.9,90.2,32.3,59475,62590,13528.36,0.556,22.512,0.912,"Junior Marketing role. Focus on brand, SEO, and content. Requirements: 5 items; Responsibilities: 9 items."
5,2,0,2,1,5.79,2,10,18,10,1,31.6,45.8,46.6,47.6,40.7,55.9,46791,77930,9182.65,1.8,9.58,1.275,"Mid Operations role. Focus on quality, logistics, and reporting. Requirements: 18 items; Responsibilities: 10 items."
0,2,1,0,1,4.89,1,8,11,10,0,61.1,48.7,62.7,44.4,36.6,27.7,50267,72378,10412.69,1.375,14.805,1.217,"Mid Software role. Focus on code review, API, and microservices. Requirements: 11 items; Responsibilities: 8 items."
2,1,0,0,0,4.12,1,9,11,9,0,30.7,45.2,78.0,40.1,38.6,26.6,49602,52485,9975.52,1.222,12.951,0.875,"Junior Design role. Focus on prototypes, UX/UI, and usability. Requirements: 11 items; Responsibilities: 9 items."
0,2,0,4,0,7.34,1,19,20,14,2,79.2,63.1,32.5,36.6,58.0,65.6,82719,112909,11726.64,1.053,8.59,2.469,"Mid Software role. Focus on code review, CI/CD, and frontend. Requirements: 20 items; Responsibilities: 19 items."
1,2,1,4,0,4.84,1,10,10,6,2,66.2,69.0,51.2,20.9,65.2,15.9,74715,80059,13247.6,1.0,14.425,0.972,"Mid Data role. Focus on ETL, modeling, and experiments. Requirements: 10 items; Responsibilities: 10 items."
2,1,0,1,0,4.7,1,10,8,7,1,43.6,47.4,55.1,54.6,30.2,44.3,15089,57220,6337.55,0.8,15.288,0.803,"Junior Design role. Focus on prototypes, wireframes, and user research. Requirements: 8 items; Responsibilities: 10 items."
2,1,0,2,1,2.81,1,7,11,10,1,62.3,49.5,56.4,25.6,39.7,39.7,29278,65026,12379.48,1.571,15.181,-0.044,"Junior Design role. Focus on prototypes, user research, and design system. Requirements: 11 items; Responsibilities: 7 items."
0,1,0,4,1,4.37,1,17,3,11,2,86.1,56.6,38.9,30.5,33.5,26.1,49612,75457,11639.43,0.176,13.584,1.05,"Junior Software role. Focus on CI/CD, code review, and frontend. Requirements: 3 items; Responsibilities: 17 items."
2,0,2,4,0,1.01,2,2,10,9,0,35.0,28.6,66.0,29.4,14.8,39.3,24662,25662,12509.65,5.0,17.752,0.595,"Intern Design role. Focus on user research, prototypes, and UX/UI. Requirements: 10 items; Responsibilities: 2 items."
4,3,0,2,0,9.7,1,11,12,7,1,56.5,58.8,76.9,44.2,75.9,46.3,88252,97873,8694.45,1.091,15.595,1.852,"Senior Marketing role. Focus on content, brand, and ads. Requirements: 12 items; Responsibilities: 11 items."
3,3,1,5,1,11.7,1,8,19,6,0,23.8,53.3,60.9,78.0,56.8,63.9,98011,150267,9773.25,2.375,12.471,1.797,"Senior Sales role. Focus on pipeline, quota, and CRM. Requirements: 19 items; Responsibilities: 8 items."
5,1,0,3,1,3.83,1,10,13,6,0,29.2,49.3,38.8,32.5,29.9,42.6,38449,56449,9819.59,1.3,9.669,1.175,"Junior Operations role. Focus on SOP, reporting, and process. Requirements: 13 items; Responsibilities: 10 items."
4,3,0,0,1,7.18,1,13,12,9,1,44.0,46.7,37.2,64.1,97.8,52.5,63449,120101,11223.5,0.923,13.692,1.541,"Senior Marketing role. Focus on campaigns, ads, and content. Requirements: 12 items; Responsibilities: 13 items."
0,3,1,2,0,7.3,2,14,11,15,0,70.9,49.0,42.3,41.9,40.6,52.3,63442,120595,11088.45,0.786,11.882,1.741,"Senior Software role. Focus on code review, frontend, and backend. Requirements: 11 items; Responsibilities: 14 items."
1,3,0,1,0,9.26,1,13,18,15,1,52.2,100.0,49.9,61.8,54.4,56.2,86915,106155,9406.21,1.385,12.081,2.388,"Senior Data role. Focus on SQL, experiments, and pipelines. Requirements: 18 items; Responsibilities: 13 items."
4,2,0,4,0,4.97,1,15,9,8,1,50.1,60.9,75.2,50.9,100.0,72.7,31230,54814,7207.15,0.6,17.074,2.153,"Mid Marketing role. Focus on brand, content, and ads. Requirements: 9 items; Responsibilities: 15 items."
2,2,0,0,1,7.44,1,14,12,7,2,53.8,54.4,67.8,49.8,49.8,57.3,31942,60427,5474.55,0.857,12.807,1.64,"Mid Design role. Focus on design system, user research, and UX/UI. Requirements: 12 items; Responsibilities: 14 items."
3,2,0,5,0,6.3,1,14,14,7,2,46.1,60.7,54.9,80.7,35.3,74.3,68408,111656,12339.25,1.0,12.572,1.18,"Mid Sales role. Focus on CRM, leads, and closing. Requirements: 14 items; Responsibilities: 14 items."
1,1,1,3,0,4.84,1,2,12,8,1,19.1,92.1,53.6,37.6,70.4,35.4,49286,60847,9436.31,6.0,22.013,2.093,"Junior Data role. Focus on dashboard, SQL, and pipelines. Requirements: 12 items; Responsibilities: 2 items."
5,2,0,4,0,4.87,0,8,12,8,1,25.8,67.9,36.9,50.5,29.2,78.1,53027,78651,11206.91,1.5,14.42,1.504,"Mid Operations role. Focus on reporting, process, and SOP. Requirements: 12 items; Responsibilities: 8 items."
